trip_id,start_time,start_lon,start_lat,end_time,end_lon,end_lat,charging,charging_time,charging_waittime
15272,06/01/14 07:49 PM,113.9188,22.545,06/01/14 07:58 PM,113.933098,22.523701000000003,0,0,0
1317,06/01/14 12:21 AM,114.105698,22.5446,06/01/14 12:29 AM,114.119003,22.5541,0,0,0
24305,06/01/14 09:43 AM,114.094498,22.5679,06/01/14 10:00 AM,114.161301,22.570101,0,0,0
15148,06/01/14 08:51 AM,114.088799,22.537701000000002,06/01/14 09:03 AM,114.15720400000001,22.5611,0,0,0
22999,06/01/14 09:44 PM,114.028603,22.520901000000002,06/01/14 09:57 PM,114.058098,22.5236,0,0,0
5469,06/01/14 01:32 AM,114.035698,22.616699,06/01/14 02:03 AM,114.096298,22.638599,0,0,0
24049,06/01/14 09:58 AM,114.071503,22.547898999999997,06/01/14 10:03 AM,114.076202,22.547199,0,0,0
9485,06/01/14 10:16 AM,114.030403,22.555901000000002,06/01/14 10:23 AM,114.043701,22.566401000000003,0,0,0
4949,06/01/14 03:54 PM,113.863098,22.5741,06/01/14 03:56 PM,113.864998,22.5728,0,0,0
1320,06/01/14 01:44 AM,114.046799,22.541999999999998,06/01/14 02:09 AM,114.0355,22.541201,0,0,0
23819,06/01/14 02:21 PM,114.021698,22.526199,06/01/14 02:36 PM,113.997101,22.529498999999998,0,0,0
21334,06/01/14 08:49 PM,114.086304,22.5373,06/01/14 09:03 PM,114.1493,22.555901000000002,0,0,0
23074,06/01/14 09:05 AM,114.0597,22.525801,06/01/14 09:17 AM,114.05680100000001,22.5278,0,0,0
16537,06/01/14 11:29 AM,114.1521,22.627399,06/01/14 11:35 AM,114.182701,22.636999,0,0,0
21342,06/01/14 10:12 PM,114.058098,22.539,06/01/14 10:22 PM,114.041702,22.549999,0,0,0
4945,06/01/14 01:15 PM,114.056702,22.551399,06/01/14 01:22 PM,114.032501,22.547501,0,0,0
16839,06/01/14 08:07 PM,114.1157,22.5427,06/01/14 08:13 PM,114.106697,22.540701000000002,0,0,0
20725,06/01/14 11:50 AM,114.038498,22.5159,06/01/14 11:55 AM,114.041702,22.5117,0,0,0
12482,06/01/14 11:00 AM,114.106697,22.541,06/01/14 11:27 AM,114.02089699999999,22.5322,0,0,0
13275,06/01/14 07:34 PM,113.904701,22.5355,06/01/14 07:39 PM,113.925301,22.5354,0,0,0
17561,06/01/14 07:39 PM,114.1147,22.5804,06/01/14 07:50 PM,114.126801,22.549801000000002,0,0,0
26924,06/01/14 11:48 AM,114.044296,22.5254,06/01/14 12:03 PM,114.083,22.549101,0,0,0
13980,06/01/14 07:06 AM,114.040604,22.610001,06/01/14 07:19 AM,114.08339699999999,22.573,0,0,0
16133,06/01/14 07:37 AM,114.042702,22.523398999999998,06/01/14 08:08 AM,114.190102,22.643801,0,0,0
999,06/01/14 08:57 AM,113.9282,22.4979,06/01/14 09:09 AM,113.942802,22.5065,0,0,0
6032,06/01/14 09:03 PM,114.037102,22.565701,06/01/14 09:14 PM,114.0625,22.5422,0,0,0
4636,06/01/14 02:31 AM,114.07869699999999,22.549,06/01/14 02:39 AM,114.058899,22.5277,0,0,0
13312,06/01/14 02:16 PM,114.134697,22.569901,06/01/14 02:30 PM,114.106697,22.541,0,0,0
7080,06/01/14 01:29 PM,114.122704,22.562599,06/01/14 01:39 PM,114.117401,22.5516,0,0,0
20953,06/01/14 07:32 PM,114.123802,22.5487,06/01/14 07:38 PM,114.126198,22.5478,0,0,0
21004,06/01/14 04:45 PM,114.116302,22.5774,06/01/14 04:56 PM,114.13110400000001,22.5772,0,0,0
18814,06/01/14 08:58 PM,114.10700200000001,22.561899,06/01/14 09:01 PM,114.101097,22.558701,0,0,0
7949,06/01/14 03:00 AM,114.0215,22.639601000000003,06/01/14 03:20 AM,114.097397,22.5648,0,0,0
7270,06/01/14 11:12 AM,113.998703,22.662201,06/01/14 11:49 AM,113.966301,22.5411,0,0,0
17329,06/01/14 12:38 PM,114.1119,22.5313,06/01/14 12:49 PM,114.146301,22.5571,0,0,0
18966,06/01/14 10:12 PM,114.125,22.588699,06/01/14 10:14 PM,114.1259,22.5886,0,0,0
26095,06/01/14 09:49 AM,114.0261,22.558901000000002,06/01/14 10:03 AM,114.065399,22.572599,0,0,0
528,06/01/14 07:44 PM,113.916496,22.491699,06/01/14 07:58 PM,113.917397,22.4897,0,0,0
20369,06/01/14 10:45 AM,114.114098,22.5452,06/01/14 10:53 AM,114.11200000000001,22.541999999999998,0,0,0
3916,06/01/14 10:33 PM,114.122704,22.579,06/01/14 10:47 PM,114.059898,22.529498999999998,0,0,0
2438,06/01/14 03:17 AM,114.084099,22.548599,06/01/14 03:23 AM,114.077499,22.537901,0,0,0
6345,06/01/14 12:37 PM,114.105698,22.5474,06/01/14 12:49 PM,114.110199,22.5471,0,0,0
16193,06/01/14 03:08 AM,114.113701,22.5439,06/01/14 03:10 AM,114.113899,22.5445,0,0,0
17,06/01/14 12:31 PM,114.112503,22.6094,06/01/14 12:41 PM,114.119003,22.5982,0,0,0
12711,06/01/14 12:13 AM,114.1119,22.586,06/01/14 12:37 AM,113.969498,22.5399,0,0,0
5830,06/01/14 10:01 PM,114.1101,22.5502,06/01/14 10:05 PM,114.1101,22.5502,0,0,0
28406,06/01/14 01:04 AM,113.916397,22.489798999999998,06/01/14 01:10 AM,113.908997,22.4858,0,0,0
16152,06/01/14 03:19 PM,114.124001,22.558701,06/01/14 03:27 PM,114.107697,22.569799,0,0,0
4040,06/01/14 02:27 PM,114.103699,22.5431,06/01/14 02:39 PM,114.091202,22.542999,0,0,0
6638,06/01/14 09:50 AM,114.047501,22.546101,06/01/14 10:02 AM,114.0681,22.521998999999997,0,0,0
29876,06/01/14 08:43 AM,113.92710100000001,22.5382,06/01/14 08:52 AM,113.9132,22.4963,0,0,0
17478,06/01/14 12:57 PM,114.106903,22.5646,06/01/14 01:02 PM,114.107101,22.5746,0,0,0
28220,06/01/14 05:49 PM,114.116096,22.5462,06/01/14 05:58 PM,114.130302,22.552601,0,0,0
7958,06/01/14 08:08 AM,114.083702,22.571501,06/01/14 08:24 AM,114.112297,22.542101000000002,0,0,0
27642,06/01/14 01:02 AM,113.92130300000001,22.5184,06/01/14 01:22 AM,114.05819699999999,22.534401000000003,0,0,0
12250,06/01/14 07:19 AM,114.07959699999999,22.5362,06/01/14 07:31 AM,114.003197,22.5362,0,0,0
29275,06/01/14 04:34 PM,113.949898,22.5714,06/01/14 04:58 PM,113.920799,22.492001000000002,0,0,0
1788,06/01/14 11:21 AM,113.817101,22.665198999999998,06/01/14 11:49 AM,114.068703,22.523899,0,0,0
9706,06/01/14 02:45 PM,114.133698,22.571199,06/01/14 03:06 PM,114.015198,22.5562,0,0,0
16661,06/01/14 08:13 PM,114.1203,22.541598999999998,06/01/14 08:27 PM,114.1259,22.5522,0,0,0
28806,06/01/14 10:49 AM,114.082001,22.5408,06/01/14 10:59 AM,114.083099,22.5585,0,0,0
893,06/01/14 03:36 AM,114.007896,22.5348,06/01/14 03:58 AM,114.029701,22.5271,0,0,0
8993,06/01/14 01:37 PM,114.037003,22.541901,06/01/14 01:45 PM,114.037003,22.541901,0,0,0
12135,06/01/14 10:20 PM,113.835297,22.6192,06/01/14 10:25 PM,113.84380300000001,22.6217,0,0,0
23051,06/01/14 07:29 PM,114.104698,22.561701,06/01/14 07:35 PM,114.104599,22.552298999999998,0,0,0
19339,06/01/14 07:29 AM,114.0438,22.564899,06/01/14 07:40 AM,114.02469599999999,22.5613,0,0,0
2350,06/01/14 12:04 AM,113.988602,22.5249,06/01/14 12:31 AM,114.1026,22.5875,0,0,0
2087,06/01/14 02:09 PM,114.036697,22.562401,06/01/14 02:20 PM,114.059196,22.578501,0,0,0
12883,06/01/14 02:31 PM,113.8564,22.616899,06/01/14 02:50 PM,113.8946,22.564698999999997,0,0,0
21862,06/01/14 01:17 AM,114.077301,22.537701000000002,06/01/14 01:30 AM,114.117104,22.5515,0,0,0
8902,06/01/14 08:24 PM,114.01709699999999,22.555599,06/01/14 08:42 PM,114.016098,22.554199,0,0,0
15733,06/01/14 09:31 AM,114.136902,22.566799,06/01/14 09:40 AM,114.117798,22.5439,0,0,0
20560,06/01/14 04:11 AM,114.11979699999999,22.591101000000002,06/01/14 04:21 AM,114.13490300000001,22.558598999999997,0,0,0
3204,06/01/14 03:08 AM,114.125504,22.5494,06/01/14 03:23 AM,114.113701,22.539499,0,0,0
22136,06/01/14 02:58 AM,113.927498,22.5172,06/01/14 03:05 AM,113.91840400000001,22.5515,0,0,0
2326,06/01/14 09:17 PM,114.009003,22.5494,06/01/14 09:22 PM,114.007896,22.5348,1,3420,76
2358,06/01/14 08:31 PM,114.019096,22.5375,06/01/14 08:39 PM,114.008003,22.5354,1,3258,0
1931,06/01/14 08:51 AM,114.081398,22.5389,06/01/14 09:06 AM,113.987503,22.5609,1,3300,30
1553,06/01/14 10:43 AM,113.949303,22.5259,06/01/14 10:47 AM,113.941597,22.527,1,3468,0
1536,06/01/14 05:09 AM,114.023003,22.555599,06/01/14 05:12 AM,113.995003,22.547199,1,2725,30
1506,06/01/14 01:21 AM,114.136002,22.5854,06/01/14 01:30 AM,114.101601,22.5828,1,4711,2213
2145,06/01/14 01:05 AM,114.0867,22.5473,06/01/14 01:11 AM,114.101799,22.582899,1,4751,2121
717,06/01/14 02:40 PM,114.323402,22.605301,06/01/14 03:41 PM,114.007896,22.534901,1,4459,9
1824,06/01/14 04:03 PM,114.111198,22.534901,06/01/14 04:07 PM,114.074402,22.559099,1,4231,649
1036,06/01/14 01:51 AM,114.067703,22.5387,06/01/14 02:25 AM,113.987396,22.560499,1,4845,550
